"Time","Road_Identification","Road_Pavement_Type","Road_Lane_Being_Measured","Road_Number","Road_Name","Road_National_Region","Road_Regional_Region","Road_Local_Region","Road_Start_Point_Name","Road_End_Point_Name","Road_Start_Point_Chainage","Road_End_Point_Chainage","Road_Network_Type","Road_Class","Road_Management_Entity","Road_Number_Of_Lanes","Road_Carriageway_Width","Road_Shoulder_Width","Road_Surface_Type","Road_Terrain_Type","Road_Traffic_Level","Road_Traffic_Direction","Road_Observed_Pavement_Condition","Road_Observed_Drainage_Condition","Road_Posted_Speed_Limit","Road_Pavement_Age","Road_Landslide_Vulnerability","Road_Rockfall_Vulnerability","Road_Erosion_Vulnerability","Road_Mudflow_Vulnerability","Road_Flash_Flood_Vulnerability","Road_Flood_Area_Vulnerability","Road_Snow_Fall_Vulnerability","Road_Fog_Vulnerability","Road_Ice_on_Carriageway_Vulnerability","Road_Boulders_on_Carriageway_Vulnerability","Road_Wildfire_Area_Vulnerability","Road_Comments","Interval_Number","Interval_Start_Latitude","Interval_Start_Longitude","Interval_Start_Altitude","Interval_End_Latitude","Interval_End_Longitude","Interval_End_Altitude","Interval_Length","Suspension_Type","Is_Fixed","Speed","St_Dev_Vert_Accel","Roughness","Condition_Category"
"12:40:03 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0422","40.10649983","-88.26011683","240.81243295","40.10722009","-88.26022943","236.76654412","80.55","CAR HARD SUSPENSION","true","18.76","0.07","","NOT MEASURED",
"12:40:19 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0423","40.10722009","-88.26022943","236.76654412","40.10723115","-88.26147489","236.52755356","106.2","CAR HARD SUSPENSION","true","23.05","0.08","4.33","FAIR",
"12:40:30 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0424","40.10723115","-88.26147489","236.52755356","40.1071846","-88.26197209","237.28304672","42.71","CAR HARD SUSPENSION","true","16.26","0.07","","NOT MEASURED",
"12:40:49 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0425","40.1071846","-88.26197209","237.28304672","40.10632955","-88.26184283","239.54244614","95.58","CAR HARD SUSPENSION","true","18.77","0.07","","NOT MEASURED",
"12:41:03 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0426","40.10632955","-88.26184283","239.54244614","40.10631727","-88.26061285","238.47933578","104.89","CAR HARD SUSPENSION","true","25.37","0.08","4.4","FAIR",
"12:41:16 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0427","40.10631727","-88.26061285","238.47933578","40.10631106","-88.25999633","238.73452377","52.57","CAR HARD SUSPENSION","true","15.85","0.06","","NOT MEASURED",
"12:41:29 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0428","40.10631106","-88.25999633","238.73452377","40.10629877","-88.25878919","236.15645981","102.94","CAR HARD SUSPENSION","true","27.46","0.08","4.07","FAIR",
"12:41:55 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0429","40.10629877","-88.25878919","236.15645981","40.10641333","-88.25773693","237.77816391","90.62","CAR HARD SUSPENSION","true","13.07","0.06","","NOT MEASURED",
"12:42:04 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0430","40.10641333","-88.25773693","237.77816391","40.10733089","-88.25774781","237.28158188","101.89","CAR HARD SUSPENSION","true","36.42","0.04","2.13","GOOD",
"12:42:24 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0431","40.10733089","-88.25774781","237.28158188","40.10816134","-88.25776698","233.90029526","92.23","CAR HARD SUSPENSION","true","18.73","0.05","","NOT MEASURED",
"12:42:37 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0432","40.10816134","-88.25776698","233.90029526","40.10811454","-88.2589739","231.71499252","103.04","CAR HARD SUSPENSION","true","25.33","0.08","4.06","FAIR",
"12:42:52 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0433","40.10811454","-88.2589739","231.71499252","40.10813422","-88.26023392","231.28689194","107.46","CAR HARD SUSPENSION","true","24.92","0.08","4.26","FAIR",
"12:43:04 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0434","40.10813422","-88.26023392","231.28689194","40.10812776","-88.26147827","232.2008934","106.11","CAR HARD SUSPENSION","true","31.81","0.12","5.55","FAIR",
"12:43:16 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0435","40.10812776","-88.26147827","232.2008934","40.10814454","-88.26270149","234.09774399","104.32","CAR HARD SUSPENSION","true","31.07","0.11","5.2","FAIR",
"12:43:27 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0436","40.10814454","-88.26270149","234.09774399","40.10815623","-88.26387948","235.1350975","100.45","CAR HARD SUSPENSION","true","32.81","0.09","4.38","FAIR",
"12:43:43 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0437","40.10815623","-88.26387948","235.1350975","40.10816396","-88.26489096","239.50222397","86.25","CAR HARD SUSPENSION","true","22.3","0.06","","NOT MEASURED",
"12:43:57 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0438","40.10816396","-88.26489096","239.50222397","40.1081726","-88.26611463","241.18612289","104.34","CAR HARD SUSPENSION","true","24.49","0.1","5.01","FAIR",
"12:44:18 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0439","40.1081726","-88.26611463","241.18612289","40.10814917","-88.26721669","238.93380356","94.01","CAR HARD SUSPENSION","true","17.79","0.09","","NOT MEASURED",
"12:44:31 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0440","40.10814917","-88.26721669","238.93380356","40.10720545","-88.26720232","237.60116196","104.8","CAR HARD SUSPENSION","true","27.13","0.11","5.29","FAIR",
"12:44:47 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0441","40.10720545","-88.26720232","237.60116196","40.10635802","-88.2669875","236.42647934","95.87","CAR HARD SUSPENSION","true","25.44","0.07","","NOT MEASURED",
"12:45:02 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0442","40.10635802","-88.2669875","236.42647934","40.10635528","-88.26575276","241.06771469","105.28","CAR HARD SUSPENSION","true","23.46","0.1","5.03","FAIR",
"12:45:17 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0443","40.10635528","-88.26575276","241.06771469","40.10635334","-88.26487708","241.55611801","74.67","CAR HARD SUSPENSION","true","19.89","0.08","","NOT MEASURED",
"12:45:30 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0444","40.10635334","-88.26487708","241.55611801","40.10634614","-88.26359562","241.53451157","109.27","CAR HARD SUSPENSION","true","27.67","0.09","4.75","FAIR",
"12:45:42 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0445","40.10634614","-88.26359562","241.53451157","40.10633381","-88.26235644","241.86989975","105.67","CAR HARD SUSPENSION","true","31.27","0.09","4.28","FAIR",
"12:45:54 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0446","40.10633381","-88.26235644","241.86989975","40.10632265","-88.26115173","240.14669418","102.73","CAR HARD SUSPENSION","true","31.16","0.09","4.59","FAIR",
"12:46:13 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0447","40.10632265","-88.26115173","240.14669418","40.10631128","-88.2600167","239.55587387","96.79","CAR HARD SUSPENSION","true","18.13","0.06","","NOT MEASURED",
"12:46:27 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0448","40.10631128","-88.2600167","239.55587387","40.10629914","-88.25883259","236.91732407","100.98","CAR HARD SUSPENSION","true","25.05","0.07","3.67","GOOD",
"12:46:47 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0449","40.10629914","-88.25883259","236.91732407","40.10622669","-88.25773472","236.37234116","93.96","CAR HARD SUSPENSION","true","17.41","0.06","","NOT MEASURED",
"12:46:59 2019-November-29","Original Data","Paved","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0450","40.10622669","-88.25773472","236.37234116","40.10532088","-88.25772356","236.9685936","100.59","CAR HARD SUSPENSION","true","28.45","0.07","3.51","GOOD",
